"Step","12_sazut-tonat-zanohripok - episodic_return","12_sazut-tonat-zanohripok - episodic_return__MIN","12_sazut-tonat-zanohripok - episodic_return__MAX"
"3128855","3","3","3"
"3130377","13","13","13"
"3130656","13","13","13"
"3131101","0","0","0"
"3131221","13","13","13"
"3131336","13","13","13"
"3131653","13","13","13"
"3132093","13","13","13"
"3132418","13","13","13"
"3132832","13","13","13"
"3133034","13","13","13"
"3133449","13","13","13"
"3134003","13","13","13"
"3134255","13","13","13"
"3134280","13","13","13"
"3134533","13","13","13"
"3134864","13","13","13"
"3135210","13","13","13"
"3135795","13","13","13"
"3136066","13","13","13"
"3136429","13","13","13"
"3136528","13","13","13"
"3136725","13","13","13"
"3136946","13","13","13"
"3137051","1","1","1"
"3137587","13","13","13"
"3137649","13","13","13"
"3138282","13","13","13"
"3138375","3","3","3"
"3138462","3","3","3"
"3138610","13","13","13"
"3138770","13","13","13"
"3139128","13","13","13"
"3139529","13","13","13"
"3139615","13","13","13"
"3139757","13","13","13"
"3139909","13","13","13"
"3140021","10","10","10"
"3140586","13","13","13"
"3140690","13","13","13"
"3141101","13","13","13"
"3141469","13","13","13"
"3141850","2","2","2"
"3142354","13","13","13"
"3142513","13","13","13"
"3142703","13","13","13"
"3142793","13","13","13"
"3143114","13","13","13"
"3144607","13","13","13"
"3144823","13","13","13"
"3146079","13","13","13"
"3146392","3","3","3"
"3146735","13","13","13"
"3146846","13","13","13"
"3147436","13","13","13"
"3147803","13","13","13"
"3148324","13","13","13"
"3148653","13","13","13"
"3149276","13","13","13"
"3149511","13","13","13"
"3149990","13","13","13"
"3150210","13","13","13"
"3150460","13","13","13"
"3150744","13","13","13"
"3150814","1","1","1"
"3150891","3","3","3"
"3151495","3","3","3"
"3152109","13","13","13"
"3152695","13","13","13"
"3152981","3","3","3"
"3153900","13","13","13"
"3154022","13","13","13"
"3155339","13","13","13"
"3155494","13","13","13"
"3156124","13","13","13"
"3156190","13","13","13"
"3156632","13","13","13"
"3156875","13","13","13"
"3157191","13","13","13"
"3157343","13","13","13"
"3157420","13","13","13"
"3158282","13","13","13"
"3158489","3","3","3"
"3158795","13","13","13"
"3159325","13","13","13"
"3159538","13","13","13"
"3159573","13","13","13"
"3159831","13","13","13"
"3160523","13","13","13"
"3160863","13","13","13"
"3161285","13","13","13"
"3161452","13","13","13"
"3161590","13","13","13"
"3161685","13","13","13"
"3162445","13","13","13"
"3163117","13","13","13"
"3163759","13","13","13"
"3163805","13","13","13"
"3164247","13","13","13"
"3164365","13","13","13"
"3165387","13","13","13"
"3165719","13","13","13"
"3165957","13","13","13"
"3166669","2","2","2"
"3167746","13","13","13"
"3168879","13","13","13"
"3168934","13","13","13"
"3170187","13","13","13"
"3170327","13","13","13"
"3171141","13","13","13"
"3171512","13","13","13"
"3171661","13","13","13"
"3171885","13","13","13"
"3172852","3","3","3"
"3173645","13","13","13"
"3174471","13","13","13"
"3174531","13","13","13"
"3174594","13","13","13"
"3175309","13","13","13"
"3175431","13","13","13"
"3176565","1","1","1"
"3176644","2","2","2"
"3176793","1","1","1"
"3176906","13","13","13"
"3177293","13","13","13"
"3177862","1","1","1"
"3177959","13","13","13"
"3178585","13","13","13"
"3178695","13","13","13"
"3178892","13","13","13"
"3179000","13","13","13"
"3179165","13","13","13"
"3179395","13","13","13"
"3179609","13","13","13"
"3179783","13","13","13"
"3180046","13","13","13"
"3180182","13","13","13"
"3180457","3","3","3"
"3180597","13","13","13"
"3181172","13","13","13"
"3181585","13","13","13"
"3181661","13","13","13"
"3182599","13","13","13"
"3182767","13","13","13"
"3183053","13","13","13"
"3183377","13","13","13"
"3183490","13","13","13"
"3183924","13","13","13"
"3183948","13","13","13"
"3184617","13","13","13"
"3184729","13","13","13"
"3184778","13","13","13"
"3185222","13","13","13"
"3185613","13","13","13"
"3185677","10","10","10"
"3185908","13","13","13"
"3186050","13","13","13"
"3186636","13","13","13"
"3186734","3","3","3"
"3187945","13","13","13"
"3188398","13","13","13"
"3188930","13","13","13"
"3189265","13","13","13"
"3189459","13","13","13"
"3189581","13","13","13"
"3190274","13","13","13"
"3191178","13","13","13"
"3191937","13","13","13"
"3192524","13","13","13"
"3192615","13","13","13"
"3192851","13","13","13"
"3193448","13","13","13"
"3193664","13","13","13"
"3194457","13","13","13"
"3194672","13","13","13"
"3194711","13","13","13"
"3196133","13","13","13"
"3196194","13","13","13"
"3196832","3","3","3"
"3196903","13","13","13"
"3197524","13","13","13"
"3197975","13","13","13"
"3198245","13","13","13"
"3198842","13","13","13"
"3198858","13","13","13"
"3199145","13","13","13"
"3199494","13","13","13"
"3199575","13","13","13"
"3200110","13","13","13"
"3201616","13","13","13"
"3201876","13","13","13"
"3202409","13","13","13"
"3202483","10","10","10"
"3202775","13","13","13"
"3202874","13","13","13"
"3203142","13","13","13"
"3203490","13","13","13"
"3203753","13","13","13"
"3204430","13","13","13"
"3204938","13","13","13"
"3205012","13","13","13"
"3205197","13","13","13"
"3205754","13","13","13"
"3206003","13","13","13"
"3206354","2","2","2"
"3206441","13","13","13"
"3206480","13","13","13"
"3206920","13","13","13"
"3206996","13","13","13"
"3207114","13","13","13"
"3207610","13","13","13"
"3207689","13","13","13"
"3208078","13","13","13"
"3208896","13","13","13"
"3209676","13","13","13"
"3210066","13","13","13"
"3210766","13","13","13"
"3211908","13","13","13"
"3212044","13","13","13"
"3213056","13","13","13"
"3213452","13","13","13"
"3213757","3","3","3"
"3213966","13","13","13"
"3214084","13","13","13"
"3214208","13","13","13"
"3214472","13","13","13"
"3214618","2","2","2"
"3214961","2","2","2"
"3215283","13","13","13"
"3215296","13","13","13"
"3215502","13","13","13"
"3215712","13","13","13"
"3216716","13","13","13"
"3217073","13","13","13"
"3217550","13","13","13"
"3217864","13","13","13"
"3218252","13","13","13"
"3219577","13","13","13"
"3219790","13","13","13"
"3220362","13","13","13"
"3220632","3","3","3"
"3221875","13","13","13"
"3221916","1","1","1"
"3222218","3","3","3"
"3222591","13","13","13"
"3222724","13","13","13"
"3223688","13","13","13"
"3224282","13","13","13"
"3224563","13","13","13"
"3224655","3","3","3"
"3224719","10","10","10"
"3224951","3","3","3"
"3224996","13","13","13"
"3225110","13","13","13"
"3225220","13","13","13"
"3225338","13","13","13"
"3225685","3","3","3"
"3226806","2","2","2"
"3226846","3","3","3"
"3227063","13","13","13"
"3227173","13","13","13"
"3227826","13","13","13"
"3228174","13","13","13"
"3228565","13","13","13"
"3228835","13","13","13"
"3229289","13","13","13"
"3230329","13","13","13"
"3231148","13","13","13"
"3231205","13","13","13"
"3231282","13","13","13"
"3231421","13","13","13"
"3231587","13","13","13"
"3232021","13","13","13"
"3232964","13","13","13"
"3233085","13","13","13"
"3233503","1","1","1"
"3233586","13","13","13"
"3233705","13","13","13"
"3233749","13","13","13"
"3233996","13","13","13"
"3234331","13","13","13"
"3235098","13","13","13"
"3235141","3","3","3"
"3235751","13","13","13"
"3236378","13","13","13"
"3236745","13","13","13"
"3236857","13","13","13"
"3236895","13","13","13"
"3237046","13","13","13"
"3237667","13","13","13"
"3237701","13","13","13"
"3238037","3","3","3"
"3238683","13","13","13"
"3239078","13","13","13"
"3239671","1","1","1"
"3239977","13","13","13"
"3240015","13","13","13"
"3240090","13","13","13"
"3240196","13","13","13"
"3240445","13","13","13"
"3240766","13","13","13"
"3240917","13","13","13"
"3242423","13","13","13"
"3242790","13","13","13"
"3243724","13","13","13"
"3243797","13","13","13"
"3243919","13","13","13"
"3244164","13","13","13"
"3244282","13","13","13"
"3244461","13","13","13"
"3245653","13","13","13"
"3245899","3","3","3"
"3246389","13","13","13"
"3246763","13","13","13"
"3247236","13","13","13"
"3247893","13","13","13"
"3248012","13","13","13"
"3248373","13","13","13"
"3248934","13","13","13"
"3250493","13","13","13"
"3251247","3","3","3"
"3251383","13","13","13"
"3251395","0","0","0"
"3252533","13","13","13"
"3252664","13","13","13"
"3252791","13","13","13"
"3253181","10","10","10"
"3253700","13","13","13"
"3253927","13","13","13"
"3255139","13","13","13"
"3255477","13","13","13"
"3255606","13","13","13"
"3255851","2","2","2"
"3255937","3","3","3"
"3256330","13","13","13"
"3256487","13","13","13"
"3257002","13","13","13"
"3257270","13","13","13"
"3257571","13","13","13"
"3258307","13","13","13"
"3258457","2","2","2"
"3258595","13","13","13"
"3258920","13","13","13"
"3259370","13","13","13"
"3260067","13","13","13"
"3260620","13","13","13"
"3260775","13","13","13"
"3261017","13","13","13"
"3261096","13","13","13"
"3261498","13","13","13"
"3261964","13","13","13"
"3262115","13","13","13"
"3262210","13","13","13"
"3262571","13","13","13"
"3262599","13","13","13"
"3263272","13","13","13"
"3263651","13","13","13"
"3264112","13","13","13"
"3264184","13","13","13"
"3264310","13","13","13"
"3265071","13","13","13"
"3265128","13","13","13"
"3265301","13","13","13"
"3265410","13","13","13"
"3265612","13","13","13"
"3266474","13","13","13"
"3266987","13","13","13"
"3267029","13","13","13"
"3267142","1","1","1"
"3268267","13","13","13"
"3269675","13","13","13"
"3269934","2","2","2"
"3270114","3","3","3"
"3270585","13","13","13"
"3270896","13","13","13"
"3272326","13","13","13"
"3274317","13","13","13"
"3274408","13","13","13"
"3275202","13","13","13"
"3278477","13","13","13"
"3281073","1","1","1"
"3281216","2","2","2"
"3281542","13","13","13"
"3282900","13","13","13"
"3283181","3","3","3"
"3283462","13","13","13"
"3283586","13","13","13"
"3283697","13","13","13"
"3284049","13","13","13"
"3285288","13","13","13"
"3286082","13","13","13"
"3286424","13","13","13"
"3288635","13","13","13"
"3288648","13","13","13"
"3289280","13","13","13"
"3289425","13","13","13"
"3290310","13","13","13"
"3290882","13","13","13"
"3291520","13","13","13"
"3291600","13","13","13"
"3292958","1","1","1"
"3293009","13","13","13"
"3293698","13","13","13"
"3294737","13","13","13"
"3295198","13","13","13"
"3295874","13","13","13"
"3296078","2","2","2"
"3296208","13","13","13"
"3296326","13","13","13"
"3297089","13","13","13"
"3297664","13","13","13"
"3297934","13","13","13"
"3298192","13","13","13"
"3298388","13","13","13"
"3298782","13","13","13"
"3298840","13","13","13"
"3299378","2","2","2"
"3299860","13","13","13"
"3300048","13","13","13"
"3300136","13","13","13"
"3300160","13","13","13"
"3300745","2","2","2"
"3300817","13","13","13"
"3301394","13","13","13"
"3301460","13","13","13"
"3301701","2","2","2"
"3301918","13","13","13"
"3302338","13","13","13"
"3302495","13","13","13"
"3302683","2","2","2"
"3303068","13","13","13"
"3303190","3","3","3"
"3303696","13","13","13"
"3304030","13","13","13"
"3304334","13","13","13"
"3304616","13","13","13"
"3304704","13","13","13"
"3304863","13","13","13"
"3305541","13","13","13"
"3305684","13","13","13"
"3306121","13","13","13"
"3306332","13","13","13"
"3306510","13","13","13"
"3306896","13","13","13"
"3307589","13","13","13"
"3307726","13","13","13"
"3307841","13","13","13"
"3307919","3","3","3"
"3309661","3","3","3"
"3309765","13","13","13"
"3310241","13","13","13"
"3310892","13","13","13"
"3311327","13","13","13"
"3311581","13","13","13"
"3311877","13","13","13"
"3312735","13","13","13"
"3312854","13","13","13"
"3313289","13","13","13"
"3313500","13","13","13"
"3313637","13","13","13"
"3314000","13","13","13"
"3314364","13","13","13"
"3315039","13","13","13"
"3315301","13","13","13"
"3316293","13","13","13"
"3316352","3","3","3"
"3316890","2","2","2"
"3317385","13","13","13"
"3317700","3","3","3"
"3317952","13","13","13"
"3318109","13","13","13"
"3318173","10","10","10"
"3318377","13","13","13"
"3319038","13","13","13"
"3319108","13","13","13"
"3319755","13","13","13"
"3319933","13","13","13"
"3320095","13","13","13"
"3320165","13","13","13"
"3321216","13","13","13"
"3321780","1","1","1"
"3322000","13","13","13"
"3322326","13","13","13"
"3322497","13","13","13"
"3322757","13","13","13"
"3323211","2","2","2"
"3323293","13","13","13"
"3323396","13","13","13"
"3323525","13","13","13"
"3323817","13","13","13"
"3324115","2","2","2"
"3324407","13","13","13"
"3324419","1","1","1"
"3324893","13","13","13"
"3325017","3","3","3"
"3325401","0","0","0"
"3325715","13","13","13"
"3325885","13","13","13"
"3326685","13","13","13"
"3327001","13","13","13"
"3327159","13","13","13"
"3327294","13","13","13"
"3328184","3","3","3"
"3328595","13","13","13"
"3328679","2","2","2"
"3329021","13","13","13"
"3329720","13","13","13"
"3329982","13","13","13"
"3330439","13","13","13"
"3330906","13","13","13"
"3330999","13","13","13"
"3331027","13","13","13"
"3331525","13","13","13"
"3331879","13","13","13"
"3332186","2","2","2"
"3332339","13","13","13"
"3332967","13","13","13"
"3333210","13","13","13"
"3333629","13","13","13"
"3333675","3","3","3"
"3333814","13","13","13"
"3333934","3","3","3"
"3335123","13","13","13"
"3335416","13","13","13"
"3335493","13","13","13"
"3335783","13","13","13"
"3335854","13","13","13"
"3336119","13","13","13"
"3336354","3","3","3"
"3336691","13","13","13"
"3337059","2","2","2"
"3337703","13","13","13"
"3338090","3","3","3"
"3338138","13","13","13"
"3339241","13","13","13"
"3340951","13","13","13"
"3341587","13","13","13"
"3342141","13","13","13"
"3342236","13","13","13"
"3342462","13","13","13"
"3342751","3","3","3"
"3342981","13","13","13"
"3343123","13","13","13"
"3343458","13","13","13"
"3343609","3","3","3"
"3343967","13","13","13"
"3344490","13","13","13"
"3345223","13","13","13"
"3345293","3","3","3"
"3345395","13","13","13"
"3346425","13","13","13"
"3346445","13","13","13"
"3346956","13","13","13"
"3347351","13","13","13"
"3347476","13","13","13"
"3347646","13","13","13"
"3348542","13","13","13"
"3349156","13","13","13"
"3349837","13","13","13"
"3349983","13","13","13"
"3350242","13","13","13"
"3350368","13","13","13"
"3350551","13","13","13"
"3350893","2","2","2"
"3351337","13","13","13"
"3351650","13","13","13"
"3351877","13","13","13"
"3351956","13","13","13"
"3352480","13","13","13"
"3352919","13","13","13"
"3353250","13","13","13"
"3353385","13","13","13"
"3353613","13","13","13"
"3355257","13","13","13"
"3355735","13","13","13"
"3356030","13","13","13"
"3357719","13","13","13"
"3357811","13","13","13"
"3358035","13","13","13"
"3358113","13","13","13"
"3358314","13","13","13"
"3358364","13","13","13"
"3358405","13","13","13"
"3358623","13","13","13"
"3358701","13","13","13"
"3358795","13","13","13"
"3359421","13","13","13"
"3359657","13","13","13"
"3359967","2","2","2"
"3360149","13","13","13"
"3360545","13","13","13"
"3360700","13","13","13"
"3363157","13","13","13"
"3363501","13","13","13"
"3364299","13","13","13"
"3364376","13","13","13"
"3365133","13","13","13"
"3365225","13","13","13"
"3365305","13","13","13"
"3365362","3","3","3"
"3366134","13","13","13"
"3366569","13","13","13"
"3366687","13","13","13"
"3366954","13","13","13"
"3366987","13","13","13"
"3367173","13","13","13"
"3367723","13","13","13"
"3367791","13","13","13"
"3367960","13","13","13"
"3368054","13","13","13"
"3368263","13","13","13"
"3368351","13","13","13"
"3368965","13","13","13"
"3369124","13","13","13"
"3369259","13","13","13"
"3370267","13","13","13"
"3370315","13","13","13"
"3370690","13","13","13"
"3370908","13","13","13"
"3371333","13","13","13"
"3371492","13","13","13"
"3371723","13","13","13"
"3371919","2","2","2"
"3372786","13","13","13"
"3373366","13","13","13"
"3373957","13","13","13"
"3374706","13","13","13"
"3375087","13","13","13"
"3375121","13","13","13"
"3375183","13","13","13"
"3375458","13","13","13"
"3375879","13","13","13"
"3377355","13","13","13"
"3377654","13","13","13"
"3378126","13","13","13"
"3378596","13","13","13"
"3378639","13","13","13"
"3379245","13","13","13"
"3379305","13","13","13"
"3379355","13","13","13"
"3379500","13","13","13"
"3379740","13","13","13"
"3380103","13","13","13"
"3380241","13","13","13"
"3381385","3","3","3"
"3381805","13","13","13"
"3381899","3","3","3"
"3382036","13","13","13"
"3382338","13","13","13"
"3383487","13","13","13"
"3383490","13","13","13"
"3384140","13","13","13"
"3384767","13","13","13"
"3385077","3","3","3"
"3385216","3","3","3"
"3385745","13","13","13"
"3386497","2","2","2"
"3386570","3","3","3"
"3388543","13","13","13"
"3388661","13","13","13"
"3389195","2","2","2"
"3389649","13","13","13"
"3389970","13","13","13"
"3390092","13","13","13"
"3390144","13","13","13"
"3390491","13","13","13"
"3390795","13","13","13"
"3390934","1","1","1"
"3391001","3","3","3"
"3391059","13","13","13"
"3391149","13","13","13"
"3391339","13","13","13"
"3392549","13","13","13"
"3392729","13","13","13"
"3393451","13","13","13"
"3394170","13","13","13"
"3394178","13","13","13"
"3394283","13","13","13"
"3394393","13","13","13"
"3394454","13","13","13"
"3394611","2","2","2"
"3394965","13","13","13"
"3395410","13","13","13"
"3395483","13","13","13"
"3395977","13","13","13"
"3396203","13","13","13"
"3397723","13","13","13"
"3398153","13","13","13"
"3398613","13","13","13"
"3399067","13","13","13"
"3399171","13","13","13"
"3399233","13","13","13"
"3399733","13","13","13"
"3400323","13","13","13"
"3400400","13","13","13"
"3400762","13","13","13"
"3400862","13","13","13"
"3401195","13","13","13"
"3401501","2","2","2"
"3401557","13","13","13"
"3401745","13","13","13"
"3401973","13","13","13"
"3402526","13","13","13"
"3403037","13","13","13"
"3403925","13","13","13"
"3404291","13","13","13"
"3404446","13","13","13"
"3404955","13","13","13"
"3405099","13","13","13"
"3405616","13","13","13"
"3405845","13","13","13"
"3406299","13","13","13"
"3406382","3","3","3"
"3406673","13","13","13"
"3408163","2","2","2"
"3408542","13","13","13"
"3409092","0","0","0"
"3409567","13","13","13"
"3409950","13","13","13"
"3410186","13","13","13"
"3410577","13","13","13"
"3412108","13","13","13"
"3412953","3","3","3"
"3413009","13","13","13"
"3413058","2","2","2"
"3413229","13","13","13"
"3415306","13","13","13"
"3415705","13","13","13"
"3416666","13","13","13"
"3417930","13","13","13"
"3418010","13","13","13"
"3418336","3","3","3"
"3418700","13","13","13"
"3418925","13","13","13"
"3418987","13","13","13"
"3419722","13","13","13"
"3419899","13","13","13"
"3420122","13","13","13"
"3420190","13","13","13"
"3420249","13","13","13"
"3421196","13","13","13"
"3421371","13","13","13"
"3421450","13","13","13"
"3422153","13","13","13"
"3422270","3","3","3"
"3422282","13","13","13"
"3422587","13","13","13"
"3423065","13","13","13"
"3423166","13","13","13"
"3424535","13","13","13"
"3425334","13","13","13"
"3425353","13","13","13"
"3425581","13","13","13"
"3426016","13","13","13"
"3426122","13","13","13"
"3426659","13","13","13"
"3426859","13","13","13"
"3427105","3","3","3"
"3427415","13","13","13"
"3427721","13","13","13"
"3428064","13","13","13"
"3428859","13","13","13"
"3429133","3","3","3"
"3430216","13","13","13"
"3430395","13","13","13"
"3430588","1","1","1"
"3430681","13","13","13"
"3430954","3","3","3"
"3431166","13","13","13"
"3431665","13","13","13"
"3432072","13","13","13"
"3432185","13","13","13"
"3432215","13","13","13"
"3432355","13","13","13"
"3432865","13","13","13"
"3433891","13","13","13"
"3434171","10","10","10"
"3434417","2","2","2"
"3434922","13","13","13"
"3435095","13","13","13"
"3435761","13","13","13"
"3436285","13","13","13"
"3436760","13","13","13"
"3437310","13","13","13"
"3437957","3","3","3"
"3438295","13","13","13"
"3438371","13","13","13"
"3438905","13","13","13"
"3438945","13","13","13"
"3439458","3","3","3"
"3439896","13","13","13"
"3440087","13","13","13"
"3440153","13","13","13"
"3440408","1","1","1"
"3441480","13","13","13"
"3442121","3","3","3"
"3442530","13","13","13"
"3442723","13","13","13"
"3442878","13","13","13"
"3443500","3","3","3"
"3443663","13","13","13"
"3444195","13","13","13"
"3444358","13","13","13"
"3444585","13","13","13"
"3445561","13","13","13"
"3445804","13","13","13"
"3446307","13","13","13"
"3446351","13","13","13"
"3446407","13","13","13"
"3446590","13","13","13"
"3446630","13","13","13"
"3446825","13","13","13"
"3446895","13","13","13"
"3447192","13","13","13"
"3447367","13","13","13"
"3447458","13","13","13"
"3447983","13","13","13"
"3448249","13","13","13"
"3448291","13","13","13"
"3448868","2","2","2"
"3449240","13","13","13"
"3449672","13","13","13"
"3450190","3","3","3"
"3450327","13","13","13"
"3451716","13","13","13"
"3451854","13","13","13"
"3452092","13","13","13"
"3452543","2","2","2"
"3452679","13","13","13"
"3453218","13","13","13"
"3454124","13","13","13"
"3454144","3","3","3"
"3454276","13","13","13"
"3454457","13","13","13"
"3454876","13","13","13"
"3455111","13","13","13"
"3455438","13","13","13"
"3455650","13","13","13"
"3455897","13","13","13"
"3456173","13","13","13"
"3456316","13","13","13"
"3456588","13","13","13"
"3456640","13","13","13"
"3457500","13","13","13"
"3457916","3","3","3"
"3458021","13","13","13"
"3458815","13","13","13"
"3459051","13","13","13"
"3459403","13","13","13"
"3459654","13","13","13"
"3459741","3","3","3"
"3459964","13","13","13"
"3460004","13","13","13"
"3460514","13","13","13"
"3460651","13","13","13"
"3461028","13","13","13"
"3461702","13","13","13"
"3462226","13","13","13"
"3462370","13","13","13"
"3462428","13","13","13"
"3462475","13","13","13"
"3462614","3","3","3"
"3463232","13","13","13"
"3463704","13","13","13"
"3463751","13","13","13"
"3464082","13","13","13"
"3464452","13","13","13"
"3464659","13","13","13"
"3465703","0","0","0"
"3465792","13","13","13"
"3465985","13","13","13"
"3466141","13","13","13"
"3466276","13","13","13"
"3466684","13","13","13"
"3467014","13","13","13"
"3467185","13","13","13"
"3467228","13","13","13"
"3467591","13","13","13"
"3467701","1","1","1"
"3468151","3","3","3"
"3468422","13","13","13"
"3468683","13","13","13"
"3469121","13","13","13"
"3469690","3","3","3"
"3470015","13","13","13"
"3470094","13","13","13"
"3470416","3","3","3"
"3470901","13","13","13"
"3471819","13","13","13"
"3472093","13","13","13"
"3472247","13","13","13"
"3472444","13","13","13"
"3472570","13","13","13"
"3472594","3","3","3"
"3472726","13","13","13"
"3472856","13","13","13"
"3473035","13","13","13"
"3473344","13","13","13"
"3473567","2","2","2"
"3474002","13","13","13"
"3474113","13","13","13"
"3474290","13","13","13"
"3474520","13","13","13"
"3474789","13","13","13"
"3474945","1","1","1"
"3475236","13","13","13"
"3475331","13","13","13"
"3475423","13","13","13"
"3475790","13","13","13"
"3475869","13","13","13"
"3475959","13","13","13"
"3476154","13","13","13"
"3476609","13","13","13"
"3476827","2","2","2"
"3477154","13","13","13"
"3477507","13","13","13"
"3477754","13","13","13"
"3477979","13","13","13"
"3478592","13","13","13"
"3480476","13","13","13"
"3480940","13","13","13"
"3481095","13","13","13"
"3481255","13","13","13"
"3481474","3","3","3"
"3482029","13","13","13"
"3482098","13","13","13"
"3482192","13","13","13"
"3482290","1","1","1"
"3482689","13","13","13"
"3482983","13","13","13"
"3483101","13","13","13"
"3483383","13","13","13"
"3484359","13","13","13"
"3484786","3","3","3"
"3485031","13","13","13"
"3485072","13","13","13"
"3485687","13","13","13"
"3485742","2","2","2"
"3486663","13","13","13"
"3487858","13","13","13"
"3487960","13","13","13"
"3488439","13","13","13"
"3488640","13","13","13"
"3489296","13","13","13"
"3490134","13","13","13"
"3490224","1","1","1"
"3491039","13","13","13"
"3491280","13","13","13"
"3491571","13","13","13"
"3492064","2","2","2"
"3492479","13","13","13"
"3492544","13","13","13"
"3493191","13","13","13"
"3493558","3","3","3"
"3493695","13","13","13"
"3493980","13","13","13"
"3494212","13","13","13"
"3494488","13","13","13"
"3495072","13","13","13"
"3495184","13","13","13"
"3495278","13","13","13"
"3495458","13","13","13"
"3495492","3","3","3"
"3495573","13","13","13"
"3496000","13","13","13"
"3496286","13","13","13"
"3496686","13","13","13"
"3496912","13","13","13"
"3497101","2","2","2"
"3497193","13","13","13"
"3497610","13","13","13"
"3497954","13","13","13"
"3498025","3","3","3"
"3498490","13","13","13"
"3498560","13","13","13"
"3499191","13","13","13"
"3499497","13","13","13"
"3499725","13","13","13"
"3499798","13","13","13"
"3499896","3","3","3"
"3499959","1","1","1"
"3500585","13","13","13"
"3500743","13","13","13"
"3500810","13","13","13"
"3501005","13","13","13"
"3501340","13","13","13"
"3501609","13","13","13"
"3501717","13","13","13"
"3501982","13","13","13"
"3502314","13","13","13"
"3502391","13","13","13"
"3502480","2","2","2"
"3502720","13","13","13"
"3502998","13","13","13"
"3503050","13","13","13"
"3503619","13","13","13"
"3503714","2","2","2"
"3503914","13","13","13"
"3504370","13","13","13"
"3504854","13","13","13"
"3504947","13","13","13"
"3504964","13","13","13"
"3505418","13","13","13"
"3505506","13","13","13"
"3505927","13","13","13"
"3506051","13","13","13"
"3506901","13","13","13"
"3507785","2","2","2"
"3509205","13","13","13"
"3510036","3","3","3"
"3510486","13","13","13"
"3510815","13","13","13"
"3511342","13","13","13"
"3512662","13","13","13"
"3513143","13","13","13"
"3513469","13","13","13"
"3513617","13","13","13"
"3513672","3","3","3"
"3514339","3","3","3"
"3514375","13","13","13"
"3514645","13","13","13"
"3514753","3","3","3"
"3515038","13","13","13"
"3515178","13","13","13"
"3515217","13","13","13"
"3516023","13","13","13"
"3516118","13","13","13"
"3516431","2","2","2"
"3516897","13","13","13"
"3517204","13","13","13"
"3517614","13","13","13"
"3517949","13","13","13"
"3518630","13","13","13"
"3518824","3","3","3"
"3519253","13","13","13"
"3519805","13","13","13"
"3519865","3","3","3"
"3520588","3","3","3"
"3521105","13","13","13"
"3521182","13","13","13"
"3521753","13","13","13"
"3522129","3","3","3"
"3522191","13","13","13"
"3522884","2","2","2"
"3522969","13","13","13"
"3523183","13","13","13"
"3523779","13","13","13"
"3523985","13","13","13"
"3524172","13","13","13"
"3524356","13","13","13"
"3524518","13","13","13"
"3524569","13","13","13"
"3525125","3","3","3"
"3526310","13","13","13"
"3526627","13","13","13"
"3526824","13","13","13"
"3526917","10","10","10"
"3527125","13","13","13"
"3527225","13","13","13"
"3527569","13","13","13"
"3527738","13","13","13"
"3528087","13","13","13"
"3528190","13","13","13"
"3528195","13","13","13"
"3528389","13","13","13"
"3528505","13","13","13"
"3528980","3","3","3"
"3529519","13","13","13"
"3531089","13","13","13"
"3532436","13","13","13"
"3533027","13","13","13"
"3533172","13","13","13"
"3533273","13","13","13"
"3533739","3","3","3"
"3533893","13","13","13"
"3534177","13","13","13"
"3534245","13","13","13"
"3534694","13","13","13"
"3535080","13","13","13"
"3535820","13","13","13"
"3535979","2","2","2"
"3536614","13","13","13"
"3537121","13","13","13"
"3537205","13","13","13"
"3538002","3","3","3"
"3538168","13","13","13"
"3538933","13","13","13"
"3539404","13","13","13"
"3539582","13","13","13"
"3539813","13","13","13"
"3540477","13","13","13"
"3541222","13","13","13"
"3541644","13","13","13"
"3542758","13","13","13"
"3543126","13","13","13"
"3543759","13","13","13"
"3543996","13","13","13"
"3544121","13","13","13"
"3544317","13","13","13"
"3544667","13","13","13"
"3544908","13","13","13"
"3546039","1","1","1"
"3546134","13","13","13"
"3546452","13","13","13"
"3546603","13","13","13"
"3546877","13","13","13"
"3547101","3","3","3"
"3547282","13","13","13"
"3547798","13","13","13"
"3548098","13","13","13"
"3548908","3","3","3"
"3548981","13","13","13"
"3549093","13","13","13"
"3549518","13","13","13"
"3549623","13","13","13"
"3549762","13","13","13"
"3550284","13","13","13"
"3550429","13","13","13"
"3550639","13","13","13"
"3550828","13","13","13"
"3550862","13","13","13"
"3551704","13","13","13"
"3552029","13","13","13"
"3552078","13","13","13"
"3552503","13","13","13"
"3553037","13","13","13"
"3553327","13","13","13"
"3553976","13","13","13"
"3554087","13","13","13"
"3554684","13","13","13"
"3554980","13","13","13"
"3555129","13","13","13"
"3555213","13","13","13"
"3555266","13","13","13"
"3555517","13","13","13"
"3555632","13","13","13"
"3555900","3","3","3"
"3556378","13","13","13"
"3556648","13","13","13"
"3556791","13","13","13"
"3557041","2","2","2"
"3557695","3","3","3"
"3558078","13","13","13"
"3558102","13","13","13"
"3558546","13","13","13"
"3558780","13","13","13"
"3559194","13","13","13"
"3559524","13","13","13"
"3559565","13","13","13"
"3559717","2","2","2"
"3559884","13","13","13"
"3559996","13","13","13"
"3560352","13","13","13"
"3560549","1","1","1"
"3560858","13","13","13"
"3561019","13","13","13"
"3561133","13","13","13"
"3561444","13","13","13"
"3561533","13","13","13"
"3561750","13","13","13"
